,latitude,longitude,cluster
3095,18.1146,80.2401,1
3096,18.0978,80.2022,0
3097,17.9633,80.1828,0
3098,18.1243,80.2384,0
3099,18.0157,80.1017,1
3100,18.1663,79.8471,1
3101,18.2629,80.2123,2
3102,17.7744,80.0667,0
3103,17.8668,80.2928,1
3104,17.8114,80.2731,1
3105,17.8683,80.304,1
3106,18.3051,80.0646,0
3107,18.2954,80.0658,0
3108,18.2968,80.0768,0
3109,17.878,80.3027,1
3110,17.8124,80.0989,1
3111,18.0428,80.0088,1
3112,17.8075,80.0951,1
3113,17.7989,80.0303,0
3114,17.7975,80.0196,0
3115,17.7146,80.0812,0
3116,17.8027,80.0231,0
3117,17.8739,80.0457,1
3118,16.1195,78.5117,1
3119,16.1944,78.6461,0
3120,16.1044,78.5997,1
3121,16.227,78.8139,1
3122,16.2283,78.8233,1
3123,18.4219,80.1769,0
3124,17.9855,80.431,1
3125,17.9909,80.3956,1
3126,18.039,80.4402,1
3127,18.5827,80.2335,0
3128,17.9569,80.2861,1
3129,19.2122,79.065,0
3130,18.6314,80.2958,2
3131,19.2949,79.1456,2
3132,17.1377,79.9816,2
3133,18.2652,80.7573,0
3134,18.5599,80.5615,0
3135,18.3455,80.6146,0
3136,18.3168,80.7339,0
3137,17.9263,80.5149,0
3138,18.9192,79.3637,1
3139,17.889,80.3202,0
3140,17.9018,80.0239,0
3141,18.0717,80.0578,0
3142,18.369,79.9465,0
3143,17.8533,80.326,0
3144,18.7452,79.6857,0
3145,19.2301,79.8463,0
3146,17.828,80.0905,1
3147,17.8787,80.3123,0
3148,19.3134,79.2239,1
3149,19.0847,79.1757,0
3150,17.0061,79.9503,1
3151,17.8801,80.3217,0
3152,17.8622,80.3246,0
3153,19.4193,79.8804,0
3154,19.1568,79.108,0
3155,19.1322,79.8108,0
3156,18.6298,79.2827,0
3157,17.8519,80.3167,0
3158,17.8877,80.3109,0
3159,19.1971,79.1906,0
3160,19.2753,79.8428,0
3161,19.2739,79.8333,0
3162,18.5506,80.1796,2
3163,18.076,80.4022,0
3164,17.7498,80.1185,0
3165,18.4588,80.2491,0
3166,17.8721,80.141,1
3167,17.9616,80.2447,2
3168,17.8707,80.1316,1
3169,19.2948,79.0379,2
3170,19.2225,78.8684,2
3171,18.5778,78.9405,1
3172,19.221,78.8585,2
3173,18.5686,78.634,2
3174,18.5013,79.0398,0
3175,19.1532,78.6515,0
3176,17.6675,77.8463,0
3177,18.8029,78.9607,0
3178,16.1761,78.7983,1
3179,17.2424,80.6918,0
3180,18.4841,80.5516,1
3181,17.2429,80.7583,0
3182,17.7876,80.5045,1
3183,17.7022,80.1134,1
3184,17.886,80.4258,0
3185,19.4773,79.273,0
3186,19.4399,79.8963,0
3187,19.4928,79.8817,0
3188,19.3112,79.0852,2
3189,19.7687,78.45,0
3190,19.3606,79.0512,2
3191,16.0797,78.733,0
3192,17.2346,80.6544,0
3193,17.4558,80.6272,0
3194,18.1652,80.572,0
3195,18.1361,80.5177,0
3196,18.3695,80.6309,0
3197,18.2532,80.7448,0
3198,18.4684,80.2268,0
3199,18.5319,80.3011,0
3200,18.5676,80.2021,0
3201,18.125,80.3868,0
3202,18.2747,80.2985,0
3203,18.2847,80.2967,0
3204,17.8421,80.157,0
3205,17.9806,80.2526,0
3206,17.9786,80.2405,0
3207,17.8441,80.1694,0
3208,17.834,80.1713,0
3209,17.7599,80.4765,0
3210,19.2737,79.8741,0
3211,17.0283,79.96,0
3212,18.2487,80.0783,0
3213,18.0855,80.0186,0
3214,18.1563,80.454,0
3215,18.2993,80.1327,0
3216,18.5726,80.5357,2
3217,18.576,80.5303,2
3218,17.8243,80.7226,2
3219,17.4338,78.2923,1
3220,17.4292,78.2873,1
3221,17.7271,80.2655,0
3222,17.3803,80.8819,0
3223,17.7553,80.1856,0
3224,17.7333,80.0924,0
3225,17.7349,80.1058,0
3226,17.7282,80.0999,0
3227,17.2774,77.9299,0
3228,17.2787,77.9399,0
3229,17.7207,80.6713,0
3230,18.2412,80.1601,0
3231,18.2807,80.1267,0
3232,18.2429,80.1738,0
3233,17.7626,79.3346,0
3234,18.228,80.7093,0
3235,18.2798,80.2968,2
3236,18.2581,80.2997,0
3237,17.7706,78.7494,0
3238,18.5398,80.5681,2
3239,18.5663,80.3068,2
3240,19.1705,79.87,2
3241,19.1721,79.8804,2
3242,17.2559,80.603,2
3243,18.1582,80.7603,2
3244,18.0802,80.8133,2
3245,17.7201,80.2482,0
3246,16.2733,78.7459,0
3247,16.2822,78.7445,0
3248,17.359,77.8666,0
3249,16.1705,78.6152,0
3250,16.1691,78.6058,0
3251,16.0936,78.6521,1
3252,18.453,80.296,2
3253,18.4283,80.3198,0
3254,18.617,80.2188,0
3255,17.9139,79.9844,2
3256,18.5135,79.8692,0
3257,18.2585,80.2183,2
3258,18.3033,80.4147,0
3259,17.9704,80.2602,2
3260,18.2173,80.3939,2
3261,18.2945,80.4125,0
3262,18.1283,80.2733,2
3263,17.3441,80.6428,2
3264,17.0894,80.3672,2
3265,17.7848,80.7255,2
3266,17.6503,80.8499,0
3267,16.2979,77.7349,0
3268,16.2965,77.745,0
3269,17.8224,80.1445,0
3270,16.1924,78.7454,0
3271,16.1931,78.7886,0
3272,16.1864,78.7539,0
3273,18.0669,80.5709,0
3274,18.6158,80.4476,0
3275,16.6914,79.2664,0
3276,16.933,80.4252,0
3277,17.4539,80.5043,0
3278,17.4346,80.4055,1
3279,17.8918,80.623,0
3280,17.8819,80.6246,1
3281,17.9794,80.6777,1
3282,17.2244,80.5056,1
3283,17.1754,80.5987,1
3284,17.9368,80.7375,1
3285,17.7426,80.5745,1
3286,17.7411,80.563,1
3287,17.7464,80.527,1
3288,17.7759,80.5173,1
3289,17.8687,80.5205,1
3290,17.3918,81.2536,1
3291,17.387,81.2163,1
3292,17.8628,80.1657,1
3293,17.9295,80.2068,1
3294,17.9184,80.197,1
3295,17.7824,80.4115,1
3296,17.7893,80.3874,1
3297,17.8329,80.4161,1
3298,17.8314,80.4047,1
3299,17.917,80.1859,1
3300,16.2054,78.7821,1
3301,16.2041,78.7727,1
3302,17.3018,78.4681,1
3303,17.1417,78.2457,1
3304,17.7908,80.0647,1
3305,17.8455,80.0344,1
3306,17.8357,80.3394,1
3307,17.8343,80.328,1
3308,17.7476,80.6917,1
3309,17.8363,80.1137,1
3310,17.9888,80.3583,1
3311,18.445,80.1818,1
3312,18.446,80.1759,1
3313,18.1282,80.3261,1
3314,18.0846,80.384,1
3315,18.024,80.3004,1
3316,18.4353,80.1831,1
3317,18.5748,80.151,1
3318,18.4936,80.2382,1
3319,18.4368,80.1944,1
3320,18.6134,80.2957,1
3321,18.5918,80.206,1
3322,18.5357,80.2554,1
3323,18.5372,80.2668,1
3324,18.5402,80.2896,1
3325,19.233,79.87,1
3326,19.2315,79.8587,1
3327,18.5982,80.1018,1
3328,19.2286,79.8661,1
3329,19.4505,79.9058,1
3330,18.5967,80.0906,1
3331,18.3445,80.5061,1
3332,18.2852,80.6743,1
3333,18.3733,80.5728,1
3334,18.1155,80.5443,0
3335,18.0858,80.5485,1
3336,18.2583,80.704,1
3337,19.6251,78.581,1
3338,19.3469,78.3612,1
3339,19.2306,79.0721,1
3340,19.614,78.6297,1
3341,18.4467,78.5015,1
3342,18.1611,80.4264,1
3343,18.2466,80.3726,1
3344,18.3877,80.1217,1
3345,18.3683,80.1245,1
3346,18.5828,80.3705,1
3347,17.2261,80.7892,1
3348,17.7004,80.3724,1
3349,17.6987,80.4871,0
3350,17.2275,80.7985,1
3351,17.4036,81.0631,1
3352,17.689,80.2309,2
3353,17.6904,80.2403,2
3354,17.767,80.7717,0
3355,17.7656,80.7624,0
3356,18.5348,80.2886,2
3357,18.53,80.3182,2
3358,18.6094,80.2892,2
3359,18.608,80.2798,2
3360,18.562,80.2777,2
3361,17.4564,80.2061,0
3362,17.8818,78.0538,1
3363,16.0726,78.6982,1
3364,16.0747,78.6858,1
3365,17.5895,80.8661,1
3366,18.0261,80.2611,0
3367,18.0323,80.2351,0
3368,16.1463,78.7416,0
3369,16.0567,78.7078,1
3370,16.0597,78.7248,1
3371,16.0586,78.6945,0
3372,16.0616,78.712,1
3373,16.1532,78.6401,0
3374,18.944,79.8495,1
3375,17.9952,80.383,2
3376,18.0211,80.2521,0
3377,19.3256,79.8182,0
3378,19.1909,78.8747,0
3379,18.1122,78.2552,1
3380,18.4188,78.2361,1
3381,18.8167,78.6651,1
3382,17.967,78.7988,0
3383,19.1834,78.8639,0
3384,16.2835,78.7081,1
3385,16.2269,78.4088,1
3386,17.148,77.9798,1
3387,16.6143,77.9737,1
3388,16.2283,78.3995,1
3389,16.3338,77.9399,0
3390,16.2849,78.6989,1
3391,17.9311,80.5328,0
3392,18.2057,80.4355,0
3393,18.1387,80.2,0
3394,18.4934,80.3094,0
3395,16.1435,78.6428,1
3396,16.1454,78.6594,1
3397,16.6484,77.5187,1
3398,18.2806,80.7341,0
3399,18.2683,80.7352,0
3400,18.277,80.7395,0
3401,18.3015,80.2811,0
3402,18.2903,80.2762,0
3403,18.3027,80.2736,0
3404,19.2089,78.7917,2
3405,18.9422,78.7291,1
3406,17.1458,79.5689,0
3407,17.5833,80.1881,2
3408,18.4652,80.0077,0
3409,18.462,80.0139,2
3410,18.5723,80.2269,2
3411,18.0619,77.9444,1
3412,18.027,77.897,1
3413,18.0284,77.9073,1
3414,16.0983,77.8698,0
3415,16.1041,77.8776,0
3416,17.1768,79.6448,2
3417,17.3208,80.878,0
3418,17.2521,80.7164,0
3419,17.2508,80.7065,0
3420,16.9675,78.3145,1
3421,17.5119,78.1306,1
3422,18.5837,77.8994,1
3423,19.0275,78.9862,0
3424,18.7045,78.0507,1
3425,17.8145,80.5219,1
3426,17.5572,80.9508,1
3427,18.3969,80.6506,1
3428,18.3878,80.6521,1
3429,17.4781,80.6738,0
3430,17.4796,80.6836,0
3431,18.3731,80.3704,0
3432,18.5647,80.06,1
3433,18.5973,80.0858,1
3434,18.7262,79.8508,1
3435,18.7279,79.8612,1
3436,18.5512,80.2663,1
3437,18.4642,80.1729,1
3438,18.455,80.1745,1
3439,18.1006,80.3322,1
3440,18.5296,80.1873,1
3441,18.6237,80.2576,1
3442,16.7744,79.064,1
3443,17.7091,80.7338,1
3444,18.7356,79.8491,1
3445,18.7372,79.8595,1
3446,19.3465,79.8338,1
3447,18.6909,79.1882,0
3448,18.9099,78.0148,1
3449,18.7495,78.3403,1
3450,17.3201,80.0573,0
3451,16.3641,77.8263,1
3452,17.6408,77.8657,1
3453,17.8271,78.0953,1
3454,17.5472,78.5274,1
3455,17.5456,78.5374,0
3456,18.2564,78.795,1
3457,18.2495,78.8029,0
3458,18.7843,78.8379,1
3459,18.9796,79.8493,1
3460,18.7306,79.6677,1
3461,18.1855,80.4056,1
3462,18.3135,80.3391,0
3463,17.208,80.8327,0
3464,17.2057,80.8185,1
3465,17.6893,80.6844,0
3466,18.5406,80.2532,1
3467,18.6295,80.2292,1
3468,18.5809,80.1456,1
3469,18.6416,80.165,1
3470,18.632,80.2441,1
3471,18.4861,80.202,1
3472,18.6408,80.1601,1
3473,18.5904,80.2675,1
3474,18.4887,80.217,1
3475,18.6184,80.2314,1
3476,16.4049,77.6961,2
3477,16.4062,77.7054,2
3478,18.4093,80.698,1
3479,17.2421,80.7923,1
3480,17.2506,80.979,0
3481,18.1054,80.7561,1
3482,19.0206,79.7417,1
3483,18.7777,79.8934,1
3484,18.7058,79.9429,1
3485,19.3939,79.7089,1
3486,18.2235,79.2035,1
3487,18.2506,79.2076,1
3488,18.6212,80.0829,1
3489,18.6199,80.0922,1
3490,18.8415,79.8999,1
3491,19.3222,79.8237,1
3492,19.316,79.8034,1
3493,19.3133,79.8223,1
3494,19.0572,79.2313,1
3495,19.387,79.7563,1
3496,18.7873,79.8276,1
3497,19.1495,79.8709,1
3498,18.7398,79.8394,1
3499,18.7202,79.7818,1
3500,18.4786,78.4986,1
3501,19.1028,78.1042,1
3502,18.9271,79.8813,1
3503,18.9285,79.8719,1
3504,19.1818,79.0675,1
3505,18.3027,77.5878,1
3506,19.2214,78.8524,1
3507,19.1014,78.1147,1
3508,18.1791,78.1398,1
3509,19.1859,79.0384,1
3510,17.2342,80.7232,1
3511,17.6726,80.3858,1
3512,17.8217,80.4988,1
3513,18.227,80.3779,1
3514,17.9589,80.2592,1
3515,17.7932,80.4403,1
3516,17.7946,80.4309,1
3517,17.7418,80.7205,1
3518,17.7253,80.7082,1
3519,18.4599,80.2361,1
3520,18.4641,80.2081,1
3521,18.4302,80.375,1
3522,18.1344,80.3188,1
3523,16.2394,78.3996,1
3524,16.5621,78.3246,1
3525,16.3697,78.4513,1
3526,16.2485,78.401,1
3527,16.6577,77.5211,1
3528,16.9229,79.0915,1
3529,17.7297,80.5259,1
3530,17.7429,80.6401,1
3531,18.5018,80.2256,1
3532,18.2867,78.0959,1
3533,18.5018,78.3629,1
3534,19.0172,78.8707,1
3535,18.684,78.6717,1
3536,16.1055,78.6269,1
3537,18.5196,78.5129,1
3538,18.293,78.1477,1
3539,18.4798,78.4968,1
3540,18.8166,78.0867,1
3541,16.2021,78.8323,1
3542,18.2531,80.7747,1
3543,17.3442,80.5605,1
3544,19.0573,79.2218,1
3545,17.7857,80.0668,1
3546,19.0601,79.2271,1
3547,18.475,79.9918,1
3548,19.3427,79.7141,1
3549,18.7798,79.8933,1
3550,18.7678,79.8948,1
3551,18.7732,79.8821,1
3552,18.7752,79.8996,1
3553,18.7254,79.8879,1
3554,18.7074,79.9436,1
3555,18.8918,79.7493,1
3556,18.9095,79.6947,1
3557,18.9703,79.7512,1
3558,17.7793,80.0745,1
3559,17.7876,80.0841,1
3560,18.7272,79.6959,1
3561,17.854,80.3473,1
3562,19.3186,79.8239,1
3563,19.3122,79.8122,1
3564,18.6157,80.0939,1
3565,18.5894,80.0789,1
3566,19.1806,79.0367,2
3567,17.6682,77.7911,2
3568,17.923,77.9489,1
3569,18.5988,79.7913,1
3570,18.5938,79.7647,1
3571,18.7278,79.8907,1
3572,18.565,80.1036,1
3573,17.7547,80.1895,1
3574,17.7181,80.0946,1
3575,18.6006,79.7843,1
3576,19.4614,79.6302,1
3577,18.554,80.1011,1
3578,17.8259,80.5659,1
3579,17.8305,80.5903,1
3580,17.8204,80.5739,1
3581,18.5589,80.1265,1
3582,18.6155,80.2713,1
3583,17.7344,80.1479,2
3584,17.9428,77.7474,2
3585,16.3967,77.6962,2
3586,17.6401,78.044,2
3587,18.9825,78.9357,0
3588,18.1526,80.5306,0
3589,18.9783,78.4206,1
3590,18.9705,79.0346,1
3591,16.7985,77.4836,1
3592,17.0915,80.3992,1
3593,18.4125,80.4272,0
3594,18.414,80.416,0
3595,19.423,79.9417,1
3596,19.4255,79.9354,1
3597,19.1434,79.1148,1
3598,18.7036,79.9168,1
3599,16.1295,78.6293,0
3600,16.1278,78.6425,0
3601,16.0835,78.7715,1
3602,17.7979,80.541,1
3603,17.5029,80.7083,1
3604,17.5025,80.7024,1
3605,17.7292,80.1591,1
3606,18.6485,79.7207,1
3607,18.6638,79.7628,1
3608,18.9684,79.2928,1
3609,19.1771,79.8527,1
3610,19.1742,79.8305,1
3611,19.0797,79.7387,1
3612,18.6898,79.96,1
3613,18.6928,79.9653,1
3614,18.7065,79.9181,1
3615,17.796,79.7483,1
3616,18.7051,79.9071,1
3617,18.7312,79.8809,1
3618,18.5878,79.1949,1
3619,19.4856,79.2538,1
3620,19.3574,79.9057,1
3621,17.1339,80.0018,1
3622,18.4301,80.0844,1
3623,19.4091,79.5989,1
3624,19.4077,79.5882,1
3625,19.4613,79.6248,1
3626,18.0654,80.8795,1
3627,18.1397,80.5037,1
3628,18.1625,80.8478,1
3629,18.4677,80.1981,1
3630,18.6211,80.2174,1
3631,19.1684,78.5368,1
3632,19.136,78.9149,1
3633,18.2056,78.0874,1
3634,18.9232,79.7959,1
3635,18.4208,78.2457,1
3636,18.9348,79.8842,1
3637,17.9989,78.1222,1
3638,17.9579,78.1641,1
3639,18.9779,78.4186,1
3640,19.1977,78.3425,1
3641,18.5261,78.214,1
3642,19.1512,78.7485,1
3643,17.6389,78.0488,1
3644,18.8145,78.9774,1
3645,19.2787,78.9376,1
3646,18.1271,80.4403,1
3647,18.8998,79.7314,1
3648,18.7634,79.9341,1
3649,19.4289,79.946,1
3650,18.5721,80.012,1
3651,18.056,78.2415,1
3652,19.232,78.8346,0
3653,18.9827,78.4183,1
3654,18.9809,78.4295,1
3655,16.664,77.5136,1
3656,17.2434,80.692,0
3657,17.5329,80.168,1
3658,17.5349,80.1804,1
3659,18.6158,80.0749,0
3660,18.9588,79.8503,0
3661,19.2169,78.8567,0
3662,19.2145,78.8426,0
3663,17.8747,80.0215,0
3664,19.3622,79.8895,0
3665,19.3607,79.8992,0
3666,18.1876,79.545,0
3667,18.7405,79.4291,0
3668,19.1131,79.8295,0
3669,18.2408,79.378,0
3670,18.9418,79.6211,0
3671,17.9944,80.1352,0
3672,18.4312,80.3536,0
3673,18.8944,78.7695,0
3674,18.3685,78.9606,0
3675,18.9685,79.8683,0
3676,18.0417,79.0463,0
3677,16.3698,77.5833,1
3678,19.3516,79.3492,1
3679,19.3488,79.3427,1
3680,18.3786,80.6248,0
3681,18.3849,80.6454,0
3682,18.3758,80.644,0
3683,17.1766,80.468,0
3684,17.5615,80.4081,0
3685,18.3757,80.6326,0
3686,18.3769,80.6379,0
3687,19.0332,78.5826,1
3688,16.6255,78.5685,1
3689,19.455,78.3202,2
3690,16.3489,77.743,0
3691,16.3479,77.749,0
3692,16.1274,78.6124,1
3693,18.5469,80.575,1
3694,18.2927,80.3307,1
3695,18.3191,80.3874,1
3696,18.5038,80.2565,1
3697,18.0532,77.9231,1
3698,19.2008,78.9132,1
3699,18.7323,78.788,1
3700,19.0759,78.0476,1
3701,17.9595,80.107,1
3702,16.7183,79.9102,1
3703,19.4465,79.8843,1
3704,18.2286,77.7274,1
3705,17.5607,80.872,1
3706,18.9851,79.6735,1
3707,18.1115,80.3042,1
3708,17.8138,80.7122,0
3709,19.1454,77.9017,2
3710,17.3541,77.9479,1
3711,17.2826,80.7173,1
3712,18.3962,80.0034,0
3713,17.8797,78.7039,1
3714,18.0897,80.5514,1
3715,17.3314,80.5046,1
3716,18.7321,79.8863,1
3717,18.029,79.9711,1
3718,16.0628,78.7937,1
3719,16.0718,78.7952,1
3720,18.4658,80.1648,0
3721,18.4737,80.1715,1
3722,18.5745,80.2457,1
3723,16.0749,77.9607,1
3724,18.8804,79.7448,1
3725,18.8853,79.7383,1
3726,17.0789,79.3264,2
3727,17.3865,80.5869,1
3728,19.2235,79.3779,0
3729,18.1529,80.2724,1
3730,18.671,78.7658,1
3731,18.0746,78.0357,1
3732,16.0609,78.774,1
3733,16.0622,78.7834,1
3734,17.4572,80.7285,1
3735,17.852,80.3105,1
3736,17.8506,80.2992,1
3737,18.747,79.9047,1
3738,19.4485,79.429,1
3739,17.7686,80.2137,1
3740,18.5224,80.5692,1
3741,18.4181,80.4871,1
3742,17.3039,80.8087,1
3743,17.3026,80.7994,1
3744,17.4163,80.9568,1
3745,17.3115,80.798,1
3746,17.6884,80.1562,1
3747,17.3131,80.8738,1
3748,19.4773,79.6499,1
3749,19.0243,79.707,1
3750,18.7172,79.8779,1
3751,18.7557,79.8909,1
3752,18.7543,79.8815,1
3753,19.2189,79.1493,1
3754,17.7672,80.0603,1
3755,17.9999,80.0145,1
3756,18.475,79.9833,1
3757,17.8563,80.8091,1
3758,18.4137,80.3922,1
3759,18.4048,80.3936,1
3760,17.978,80.2437,1
3761,19.0827,79.5668,1
3762,19.0805,79.5798,1
3763,19.0853,79.5742,1
3764,19.4299,79.8876,1
3765,19.4322,79.8744,1
3766,18.699,79.5457,1
3767,18.2924,79.4459,1
3768,17.2991,79.4995,1
3769,17.5271,78.235,1
3770,17.5583,77.7813,1
3771,18.642,80.2135,1
3772,18.6408,80.2073,1
3773,18.5385,80.1474,1
3774,18.8088,79.4818,1
3775,19.1209,79.6932,1
3776,18.6107,80.0237,1
3777,18.6106,80.017,1
3778,18.6126,80.029,1
3779,18.5705,80.0243,1
3780,18.5564,80.0641,1
3781,18.4294,79.9194,1
3782,18.8755,79.756,1
3783,18.7172,79.4257,1
3784,18.1167,79.088,1
3785,19.448,79.8655,1
3786,19.3059,78.8782,1
3787,19.442,79.8716,1
3788,19.3522,79.6142,1
3789,17.2022,81.0059,0
3790,17.8719,80.2953,1
3791,18.7512,79.5264,1
3792,18.7418,79.525,1
3793,18.7457,79.8921,1
3794,17.6175,80.7908,1
3795,17.6031,78.5024,1
3796,17.5673,80.8784,1
3797,17.5654,80.8628,1
3798,18.2698,80.3549,0
3799,19.3335,79.165,1
3800,18.3486,77.5987,1
3801,17.2169,80.806,0
3802,17.4392,77.8349,0
3803,17.8564,80.3079,0
3804,17.2198,80.7959,0
3805,17.2172,80.8027,0
3806,17.2161,80.8012,1
3807,17.2146,80.7915,1
3808,17.8611,80.3124,1
3809,17.2191,80.8016,0
3810,17.2071,81.0064,0
3811,17.2107,81.0128,0
3812,19.3412,79.0955,1
3813,17.7193,80.2608,0
3814,17.9609,78.1348,1
3815,17.101,80.0181,0
3816,17.106,80.0244,0
3817,17.1039,80.0074,0
3818,17.7152,80.2907,1
3819,18.0025,79.7294,1
3820,18.0041,79.7173,1
3821,18.2576,80.0377,1
3822,18.1687,79.7029,1
3823,17.7211,77.9641,1
3824,16.0577,78.7411,1
3825,16.05,78.752,1
3826,17.3373,78.6177,1
3827,19.0142,78.3711,1
3828,18.4797,77.765,1
3829,16.6486,77.6406,1
3830,18.1337,79.0703,1
3831,16.2997,78.8281,1
3832,16.0487,78.7425,1
3833,18.4476,79.9937,1
3834,17.9226,79.7114,1
3835,19.1044,79.178,1
3836,18.1625,79.6971,1
3837,18.882,79.5108,1
3838,18.2927,79.4392,1
3839,17.45,80.7975,1
3840,17.9631,80.2717,1
3841,19.5511,78.3316,1
3842,18.232,80.5458,0
3843,17.2042,81.0195,0
3844,17.2056,81.0136,0
3845,17.2075,81.0051,1
3846,18.5162,80.1721,1
3847,18.5149,80.1627,1
3848,18.4605,79.7239,1
3849,18.4591,79.7145,1
3850,18.4681,79.713,1
3851,17.5076,80.5877,0
3852,18.4079,80.0587,1
3853,18.1327,78.6428,1
3854,18.4966,79.3489,1
3855,17.2078,81.0135,0
3856,17.2021,81.0084,1
3857,16.1549,78.6251,2
3858,17.0575,80.3117,2
3859,18.5802,80.0752,1
3860,17.2923,80.9158,1
3861,16.4069,77.6683,1
3862,16.4055,77.6586,1
3863,16.1362,78.6512,1
3864,18.4347,79.3914,1
3865,17.8092,80.6998,1
3866,17.5312,78.5919,2
3867,17.5298,78.6013,2
3868,17.5208,78.5998,2
3869,18.2311,80.521,0
3870,16.2864,78.3009,1
3871,17.0684,80.2351,1
3872,17.0671,80.2255,1
3873,18.17,80.5506,1
3874,18.2283,80.5156,1
3875,18.1202,80.6708,1
3876,18.1007,80.7214,1
3877,18.1294,80.6694,1
3878,18.0291,80.7527,1
3879,17.0732,80.0689,1
3880,17.5239,79.5392,1
3881,18.1937,79.2613,1
3882,19.2205,78.266,1
3883,16.5857,77.9558,0
3884,17.9596,80.2517,1
3885,17.9983,80.8763,0
3886,17.1996,81.0083,0
3887,17.2536,80.8758,0
3888,17.2278,80.9242,0
3889,16.874,79.8768,1
3890,18.2882,80.4717,1
3891,18.2966,80.4586,1
3892,18.2867,80.46,1
3893,18.4572,79.5409,0
3894,18.1999,80.4778,0
3895,18.2855,79.8576,1
3896,17.2257,80.9226,2
3897,18.0371,80.6971,0
3898,17.4584,80.3118,0
3899,18.0413,80.6916,0
3900,18.0401,80.6807,0
3901,18.3507,79.5161,2
3902,18.2669,80.4,0
3903,17.862,80.31,0
3904,18.8104,79.0574,0
3905,18.4432,79.5735,0
3906,17.359,81.1342,0
3907,18.56,79.216,1
3908,18.4807,79.6623,1
3909,18.4825,79.6512,1
3910,17.2359,81.0789,1
3911,18.6706,79.7474,1
3912,18.2853,79.9198,0
3913,17.887,80.432,0
3914,18.7787,77.9953,0
3915,17.3544,79.5508,1
3916,19.2441,79.2849,0
3917,18.1715,79.6965,1
3918,16.669,79.5082,1
3919,18.4869,80.0406,2
3920,18.5515,79.7243,2
3921,18.1546,79.872,0
3922,18.4356,79.5927,0
3923,18.9157,78.8214,0
3924,18.9128,78.8148,0
3925,18.1695,80.1109,1
3926,18.3847,79.4673,1
3927,18.5397,79.6634,1
3928,18.1859,80.0862,1
3929,17.437,80.9116,0
3930,16.4735,78.9797,0
3931,18.1176,78.9689,1
3932,17.722,77.7764,1
3933,18.3544,78.2855,1
3934,18.6827,79.7091,2
3935,18.6829,79.7021,2
3936,16.2243,77.8866,2
3937,18.2028,79.9719,0
3938,18.6848,79.7079,0
3939,18.1993,79.9804,0
3940,16.8993,79.2713,0
3941,18.6084,79.3708,2
3942,16.4329,78.2614,2
3943,18.6822,79.6575,0
3944,18.2994,79.8069,2
3945,17.9521,80.8035,2
3946,17.9527,80.8016,2
3947,18.0691,80.7822,2
3948,18.492,80.1296,2
3949,17.1753,79.2293,2
3950,18.244,80.3246,2
3951,17.8626,80.3916,2
3952,18.3406,80.4644,2
3953,18.0723,80.7711,2
3954,18.9051,79.658,2
3955,16.8941,79.4223,2
3956,18.156,80.6784,2
3957,16.7693,79.9658,2
3958,18.4284,79.3853,2
3959,16.9138,79.792,2
3960,16.9184,79.767,2
3961,17.6073,79.7473,2
3962,18.5453,77.7532,0
3963,18.2514,80.5776,2
3964,18.4302,79.5825,2
3965,18.5381,77.759,2
3966,18.514,80.3776,2
3967,18.7598,79.9839,2
3968,18.7618,79.9787,2
3969,18.2952,80.509,2
3970,18.4459,80.4609,2
3971,18.3068,80.5121,2
3972,18.7603,79.9819,2
3973,17.6523,77.784,2
3974,18.0383,78.4574,2
3975,18.0367,78.4469,2
3976,18.4483,80.4609,2
3977,18.447,80.4515,2
3978,18.7401,80.0093,2
3979,17.9503,80.8012,2
3980,17.9485,80.799,2
3981,18.5356,79.3413,2
3982,18.4498,80.4568,0
3983,17.9489,80.8046,0
3984,16.8552,78.0931,0
3985,17.4896,78.2909,0
3986,16.5588,77.9172,0
3987,16.5395,77.9279,0
3988,17.9478,80.8044,0
3989,18.4523,80.4548,1
3990,18.0586,78.9844,0
3991,17.326,78.4991,0
3992,17.9534,80.804,0
3993,17.949,80.7995,0
3994,17.4002,80.3745,0
3995,17.3988,80.3652,0
3996,17.9487,80.8008,1
3997,17.3368,79.0838,0
3998,16.8528,78.0821,0
3999,16.8565,78.0864,0
4000,17.7983,78.7323,0
4001,16.8545,78.0933,0
4002,17.1652,77.9117,0
4003,16.5334,77.9338,0
4004,16.5492,77.9019,0
4005,16.8583,78.0975,0
4006,18.4525,80.4511,1
4007,17.9536,80.8024,0
4008,18.8552,79.3851,2
4009,17.9517,80.8002,2
4010,18.8525,79.3874,2
4011,18.1996,78.3912,0
4012,17.9482,80.7975,2
4013,17.9486,80.8057,2
4014,18.7607,79.9924,2
4015,17.9487,80.8009,2
4016,18.164,80.6821,2
4017,18.447,80.46,2
4018,17.9445,80.7947,2
4019,17.9522,80.797,2
4020,17.9508,80.8065,2
4021,18.5138,80.3766,0
4022,17.2807,78.2564,2
4023,18.3399,80.4439,2
4024,18.765,79.9975,2
4025,18.7617,79.9915,2
4026,18.2116,80.6335,2
4027,17.953,80.7985,2
4028,17.0918,78.0411,2
4029,18.7916,78.0139,0
4030,18.3877,80.4736,0
4031,18.4489,80.4598,0
4032,18.7588,79.975,0
4033,17.9526,80.8014,2
4034,18.1478,80.6858,0
4035,16.6181,78.4765,0
4036,17.4866,78.2849,0
4037,16.6164,78.4658,0
4038,17.7404,78.1335,0
4039,16.7574,78.2525,0
