,latitude,longitude,cluster
346,18.4415,80.5812,0
347,17.8273,80.3078,1
348,17.7825,80.7303,0
349,16.1406,78.7418,0
350,17.7372,78.3251,0
351,16.1496,78.7432,0
352,16.5511,78.1881,0
353,18.0676,80.1829,0
354,18.1095,80.2087,0
355,17.9387,80.1786,1
356,18.5798,80.48,0
357,17.7983,80.1265,0
358,17.9074,79.7614,0
359,18.1084,80.0151,1
360,17.7585,80.096,0
361,17.7537,80.1017,0
362,18.1033,80.0279,1
363,18.3194,80.0059,0
364,18.1104,80.032,1
365,17.4776,79.1427,1
366,16.4922,77.8998,1
367,18.6609,78.8146,1
368,17.898,78.4707,1
369,18.596,78.7357,1
370,18.6069,78.7343,1
371,18.6041,78.7412,1
372,18.6023,78.7269,1
373,19.015,78.6274,0
374,19.2057,78.692,0
375,19.0674,78.5855,0
376,18.999,78.586,1
377,19.0657,78.5712,1
378,19.0133,78.613,0
379,19.0961,78.64,0
380,18.4937,80.6009,2
381,18.4956,80.5932,2
382,19.1249,78.8381,0
383,19.1287,78.8447,0
384,17.7705,77.5716,2
385,19.1909,78.8135,2
386,18.4824,80.5829,2
387,18.5747,80.4569,2
388,17.7424,80.485,0
389,17.752,80.4864,0
390,18.54,80.4773,0
391,18.6055,80.4298,0
392,19.1405,78.667,0
393,19.248,78.8266,0
394,19.2463,78.8408,0
395,19.2177,78.8945,0
396,19.1128,78.619,0
397,19.1433,78.6594,0
398,16.0888,78.7928,1
399,16.0811,78.7996,1
400,17.5174,80.6587,0
401,17.5726,80.5268,1
402,17.5711,80.5154,1
403,17.9522,80.4711,1
404,17.7797,80.5552,1
405,17.7366,80.2272,1
406,17.6845,80.3596,1
407,17.7925,80.0351,1
408,18.0887,80.04,1
409,17.7722,80.1044,1
410,18.4932,77.8905,1
411,16.6627,77.8994,1
412,19.0854,78.582,1
413,19.0749,78.5735,1
414,19.0763,78.5834,1
415,18.4412,78.3806,1
416,18.5399,78.0279,1
417,18.4587,78.6999,1
418,18.9021,77.9856,1
419,19.101,78.8328,1
420,17.5733,77.638,1
421,19.2023,78.7597,1
422,19.2123,78.7828,0
423,19.2097,78.7629,1
424,19.2083,78.7529,1
425,18.6376,78.0071,1
426,17.5036,78.0557,1
427,18.2154,78.0782,1
428,16.2457,78.8586,1
429,16.2548,78.8573,1
430,19.1356,78.821,1
431,19.1869,78.5239,1
432,19.2131,78.5802,0
433,17.3567,77.9221,1
434,17.1369,77.9373,1
435,18.4819,77.9404,1
436,18.9234,78.4728,1
437,18.4945,77.9,1
438,18.6768,78.8293,1
439,16.4615,78.8276,1
440,16.4528,78.8249,1
441,16.4541,78.8344,1
442,18.6785,78.4994,1
443,17.7051,78.0503,1
444,17.7141,78.0489,1
445,19.2109,78.8916,1
446,19.3072,79.1409,1
447,18.5446,78.1921,1
448,19.1417,78.6576,1
449,18.5432,78.1825,1
450,19.1298,78.6392,1
451,19.374,79.0195,1
452,19.1339,78.6689,1
453,19.1076,78.6123,1
454,19.0984,78.6137,1
455,18.7052,78.2232,1
456,19.08,78.5427,1
457,19.0841,78.5721,1
458,18.0506,80.1238,0
459,18.5983,80.4315,0
460,18.599,80.4245,0
461,17.8615,80.3101,1
462,19.0096,79.2564,0
463,17.8489,80.2889,0
464,17.449,80.0657,1
465,17.4527,80.0584,1
466,17.7478,80.2366,0
467,17.9204,80.1545,1
468,19.2074,78.7766,2
469,16.099,78.6366,2
470,19.2901,78.7527,0
471,19.1877,78.7751,2
472,16.0949,78.5454,0
473,19.1919,78.8248,0
474,18.3344,80.1891,0
475,18.1507,80.8292,0
476,17.6329,80.1725,0
477,18.44,80.5963,0
478,18.4489,80.5948,0
479,18.4476,80.5855,0
480,18.4565,80.5841,0
481,17.6563,80.2071,0
482,18.5171,80.559,0
483,17.922,80.7726,0
484,17.9131,80.774,0
485,17.6376,80.465,0
486,17.6228,80.3624,0
487,17.8576,80.325,0
488,18.0008,79.7311,0
489,18.1586,80.3732,0
490,17.8152,80.1596,0
491,18.1974,80.3796,0
492,17.7542,80.3767,0
493,18.3978,80.6669,2
494,17.1542,78.363,0
495,17.1657,77.918,0
496,17.2548,78.3753,0
497,17.2541,78.3809,0
498,17.1584,77.3906,0
499,16.1893,78.7464,0
500,16.1141,78.7542,2
501,16.1868,78.7417,0
502,16.1292,78.7535,2
503,16.1114,78.7334,2
504,17.6965,80.3921,0
505,17.9599,78.7985,0
506,16.1193,78.6392,0
507,17.2478,77.9389,1
508,16.1166,78.6239,0
509,17.3749,80.9448,0
510,18.611,80.1949,0
511,19.2966,78.8404,0
512,19.2779,78.9047,0
513,19.3394,78.6742,0
514,19.3408,78.6649,1
515,19.0025,78.7682,1
516,19.0979,78.6843,1
517,18.468,80.619,0
518,18.457,80.6278,0
519,18.4413,80.6299,0
520,18.5372,80.546,0
521,18.4664,80.6294,0
522,18.1477,80.826,0
523,17.76,80.7288,0
524,17.7634,80.7072,0
525,18.5555,78.0462,1
526,16.1407,78.6067,0
527,16.1379,78.6254,0
528,16.1111,78.803,0
529,16.1469,78.6268,0
530,16.1819,78.7626,0
531,16.4417,78.8132,0
532,16.1833,78.7532,0
533,16.4431,78.8039,0
534,16.1606,78.6575,0
535,16.1393,78.6161,0
536,16.162,78.6481,0
537,17.9416,80.1615,1
538,18.6705,78.8608,0
539,18.6101,78.552,1
540,16.14,78.6015,0
541,16.3029,78.1533,1
542,16.1283,78.603,0
543,18.478,78.6309,1
544,16.1419,78.6175,0
545,18.4744,78.6367,1
546,16.1304,78.6203,0
547,19.0819,78.5932,0
548,19.2835,78.7629,0
549,19.0877,78.5368,0
550,17.6917,80.5955,0
551,18.1798,80.5254,0
552,18.1849,80.5388,0
553,18.5523,80.545,0
554,18.5491,80.5265,0
555,18.4185,80.5986,0
556,18.5549,80.5398,0
557,17.9212,80.2513,0
558,17.9206,80.2459,0
559,18.1596,80.329,0
560,16.7152,78.1239,0
561,16.1129,78.7491,0
562,16.1128,78.7563,0
563,16.1182,78.7769,0
564,19.113,78.5811,0
565,19.1047,78.5623,0
566,16.1024,78.593,2
567,16.1362,78.7604,2
568,18.5637,80.5236,2
569,18.5651,80.5336,2
570,18.5545,80.525,2
571,18.5481,80.5324,2
572,18.5559,80.535,2
573,18.6042,80.4064,2
574,17.9319,80.4583,0
575,18.2668,79.9083,1
576,17.8808,80.0384,0
577,17.8252,80.0442,0
578,17.6717,80.0845,0
579,19.1846,79.5981,1
580,19.1905,79.5942,1
581,19.0956,79.2192,0
582,17.837,80.3493,0
583,19.4229,79.4462,0
584,17.8502,80.7083,0
585,17.8592,80.7096,0
586,17.8578,80.7191,0
587,18.61,80.4172,0
588,18.05,80.2755,0
589,18.214,80.3523,0
590,18.2153,80.3426,0
591,17.893,80.1501,1
592,17.6906,80.3441,1
593,17.7286,80.1429,0
594,17.9041,80.7165,0
595,17.7318,80.3763,1
596,17.9327,80.7751,0
597,18.2454,78.4015,1
598,18.2456,78.3955,1
599,19.1581,79.0468,0
600,18.4348,80.6115,0
601,18.5662,80.5295,0
602,18.5753,80.5308,0
603,17.6224,80.1112,0
604,18.2602,80.7379,0
605,17.9303,80.6626,0
606,17.9289,80.672,0
607,17.9259,80.5647,0
608,17.4902,80.4574,0
609,17.668,80.2423,1
610,17.2989,80.5708,0
611,17.2976,80.5802,0
612,17.2937,80.0227,1
613,16.1422,78.6459,0
614,16.0958,78.5995,0
615,16.2027,78.8758,0
616,16.1678,78.6721,0
617,16.1664,78.6826,0
618,16.2972,78.7139,0
619,16.1685,78.5956,0
620,16.102,78.7269,0
621,16.0758,78.531,0
622,16.1358,78.7638,0
623,16.1224,78.7692,1
624,16.0718,78.5323,1
625,16.0992,78.7404,1
626,16.0979,78.73,1
627,16.132,78.7682,1
628,16.1619,78.5972,1
629,17.608,77.9213,1
630,17.6138,78.0348,1
631,19.3509,78.6782,1
632,16.2061,78.8605,1
633,16.1993,78.8837,1
634,16.1713,78.5957,1
635,16.1605,78.587,1
636,16.1511,78.5884,1
637,19.1674,79.0785,0
638,17.4596,77.99,1
639,19.2961,78.8811,0
640,16.1714,78.6701,1
641,19.0801,78.6296,1
642,18.4853,78.3666,1
643,18.4757,78.368,1
644,18.7248,78.952,1
645,18.7233,78.9403,1
646,16.3414,78.3493,1
647,19.3287,79.0672,1
648,18.611,78.5553,1
649,19.1605,78.8608,1
650,16.2886,78.7109,1
651,16.2712,78.8,1
652,17.7224,80.3767,1
653,17.6958,80.338,1
654,17.9023,80.7208,0
655,17.6876,80.56,1
656,17.6887,80.5543,1
657,17.2915,81.1521,0
658,17.6851,80.3396,1
659,17.6861,80.4393,1
660,17.2792,81.1448,0
661,17.661,80.3484,0
662,17.7254,80.1398,1
663,17.6318,80.1175,1
664,18.3883,80.5796,1
665,17.6668,80.1894,1
666,18.4411,80.6416,0
667,17.6349,80.1938,1
668,17.4803,80.4544,0
669,17.6314,80.1998,1
670,17.5431,80.1844,1
671,17.547,80.1771,1
672,18.5667,80.5434,0
673,17.8883,80.6027,0
674,17.3351,80.6552,0
675,18.5649,80.5284,0
676,17.6358,80.1113,1
677,18.4046,80.6217,0
678,18.334,80.2239,0
679,17.6975,80.0893,1
680,17.6643,80.0809,1
681,18.942,79.3028,1
682,17.7724,80.2092,0
683,17.8453,80.3336,1
684,18.9435,79.3153,1
685,18.1191,79.0812,1
686,18.0058,80.1459,1
687,17.8565,80.7172,0
688,17.8029,80.4598,1
689,17.9256,80.4515,0
690,18.1901,79.8914,1
691,17.8956,80.0369,1
692,18.4056,80.068,1
693,18.4431,79.9731,1
694,17.8533,80.0423,1
695,17.8939,80.0236,1
696,17.8159,80.0883,1
697,17.9303,80.0931,1
698,17.947,80.4131,0
699,17.9422,80.4067,0
700,18.7892,79.6334,1
701,17.9011,80.0291,1
702,17.8194,80.4141,1
703,17.8094,80.245,0
704,17.9188,80.1768,1
705,17.8321,80.202,0
706,18.4498,80.6341,0
707,18.2767,80.6594,0
708,18.2814,80.6638,0
709,18.5337,80.4572,0
710,18.5287,80.4506,0
711,18.135,80.1378,1
712,18.5847,80.4929,0
713,18.583,80.5065,0
714,17.9169,80.7122,0
715,17.8991,80.6844,0
716,17.9185,80.6998,0
717,16.094,78.7207,0
718,17.3,80.462,0
719,17.4401,80.7537,1
720,17.3351,80.7818,1
721,17.11,80.0169,1
722,17.1086,80.0075,1
723,16.0941,78.7195,1
724,16.2192,78.6298,1
725,16.081,78.6928,1
726,16.0983,78.7477,1
727,16.0969,78.7383,1
728,16.1726,78.4977,1
729,16.1128,78.7838,1
730,17.8121,80.443,1
731,17.8221,80.7223,1
732,18.0277,80.1347,1
733,18.1603,80.4357,1
734,18.2978,80.164,1
735,17.6857,80.725,1
736,17.8108,80.4333,1
737,18.1721,80.4539,1
738,17.6843,80.7152,1
739,17.7232,80.2001,1
740,17.7067,80.1401,1
741,17.6977,80.5458,1
742,18.1555,80.7961,0
743,17.912,80.7024,1
744,18.3231,80.6765,1
745,18.6023,80.5084,1
746,17.9106,80.6923,1
747,18.6102,80.4971,1
748,17.5659,80.3937,1
749,17.9363,80.5373,1
750,17.9909,80.4733,1
751,19.285,78.545,1
752,19.067,78.564,1
753,19.0917,78.608,1
754,18.6045,78.5551,1
755,19.1805,79.0357,0
756,17.1647,77.9186,1
757,17.1632,77.9089,1
758,18.6783,78.0522,1
759,18.6185,78.7792,1
760,18.6282,78.7816,1
761,18.5006,78.3465,1
762,18.2727,78.5568,1
763,19.1561,78.6745,1
764,19.1268,78.535,1
765,18.9468,79.0086,1
766,18.9455,78.9992,1
767,19.2802,79.1585,1
768,19.504,78.9786,1
769,19.2236,78.8885,1
770,19.2994,79.1651,1
771,19.1385,79.0617,1
772,19.0344,78.5373,1
773,19.0501,78.5828,1
774,19.0487,78.5734,1
775,19.34,79.0556,1
776,19.3219,78.6738,1
777,19.0594,78.5748,1
778,18.135,80.2503,1
779,17.8426,80.1265,1
780,18.2033,80.4092,1
781,17.8905,80.1387,1
782,18.0554,80.2683,1
783,18.0541,80.2586,1
784,18.1038,80.2257,1
785,18.1025,80.216,1
786,17.9587,80.1714,1
787,17.9677,80.1701,1
788,17.8978,80.1318,1
789,17.8891,80.1291,1
790,18.2197,80.2607,1
791,18.2339,80.2288,1
792,17.7815,80.2205,1
793,17.7828,80.2301,1
794,17.7502,80.1276,1
795,17.8247,80.3319,1
796,19.0479,79.1405,1
797,17.8691,80.3187,1
798,19.048,79.2711,0
799,18.909,79.3964,1
800,18.6598,79.7215,1
801,18.3959,79.9361,1
802,18.1249,79.6417,1
803,18.1443,80.3182,1
804,18.0997,80.3208,1
805,18.1011,80.3305,1
806,18.1051,80.3598,0
807,18.1081,80.4492,1
808,18.0323,80.3709,1
809,18.0024,80.4216,1
810,17.9893,80.3939,1
811,17.9906,80.4036,1
812,17.7488,80.118,1
813,17.8681,80.0446,1
814,17.9001,80.0145,1
815,18.4246,80.0101,1
816,18.4233,80.0005,1
817,18.6008,80.0199,1
818,18.2923,80.0566,1
819,18.3144,80.0827,1
820,17.6621,80.6402,0
821,17.6581,80.6617,0
822,17.6609,80.6567,0
823,18.101,78.744,0
824,16.5812,77.6309,0
825,19.1676,78.5321,0
826,18.0984,78.7591,0
827,16.0886,78.7524,0
828,18.0993,78.7526,0
829,16.1004,78.7536,0
830,17.7514,80.0095,0
831,17.7608,80.0079,0
832,17.7498,79.999,0
833,19.1925,78.8665,0
834,18.356,80.2185,0
835,18.3625,80.2223,0
836,19.2332,78.8504,0
837,18.072,80.2975,0
838,16.3081,78.0068,2
839,17.5448,80.8825,0
840,17.5438,77.658,1
841,19.2196,78.8556,0
842,19.2183,78.8456,0
843,19.2288,78.8542,0
844,19.2275,78.8442,0
845,18.9547,78.7321,0
846,18.9673,78.6199,0
847,18.7639,79.9853,2
848,18.5938,80.419,1
849,17.866,80.5423,2
850,17.6783,80.6242,0
851,17.6488,80.6559,0
852,17.8607,80.8381,0
853,18.5858,80.4501,0
854,18.5907,80.1893,0
855,17.34,80.8833,0
856,17.4265,80.9679,0
857,18.709,80.2768,2
858,18.171,80.2501,0
859,18.4976,79.5623,0
860,18.2102,80.2358,0
861,18.0336,80.4407,0
862,17.4751,80.4847,0
863,18.4013,80.6396,0
864,18.7364,78.5486,0
865,17.7878,80.7443,0
866,17.7379,80.7077,0
867,17.6903,80.781,1
868,17.512,80.9966,0
869,17.3297,81.1083,0
870,17.2627,80.6169,0
871,16.2925,78.7471,0
872,16.302,78.7483,0
873,16.0663,78.7012,0
874,16.0615,78.7049,0
875,18.3978,80.6206,0
876,18.3995,80.6352,0
877,18.4013,80.65,0
878,18.3867,80.6221,0
879,18.5362,80.552,0
880,18.5394,80.5598,0
881,17.8723,80.6234,0
882,18.2926,80.7016,0
883,18.3249,80.5937,0
884,17.3606,80.8326,0
885,17.3119,80.6176,0
886,17.7575,80.5294,0
887,17.6986,80.2255,1
888,17.7592,80.5437,0
889,17.6598,80.5622,0
890,18.6139,80.0546,0
891,17.9346,80.3921,0
892,17.7672,80.2091,0
893,17.1538,80.0016,0
894,17.7608,80.2031,0
895,16.2872,78.7516,1
896,16.058,78.7013,0
897,16.2724,78.7863,1
898,16.2857,78.7409,1
899,19.1111,78.6609,1
900,16.2927,78.7551,1
901,16.2913,78.7445,1
902,16.3022,78.7539,1
903,16.3008,78.7431,1
904,16.8102,78.3558,1
905,18.2216,80.2863,0
906,18.2556,80.296,0
907,17.8507,80.1839,0
908,18.5934,80.449,0
909,17.7512,80.6621,1
910,16.0579,78.7054,2
911,18.1559,80.7661,0
912,18.1928,80.2559,0
913,16.2191,78.3077,1
914,16.275,78.745,1
915,16.1942,78.4444,1
916,16.3107,78.488,1
917,16.0854,78.585,1
918,16.2826,78.7342,1
919,16.444,78.2687,1
920,18.2103,78.4948,1
921,19.078,78.7025,1
922,19.3781,78.6734,1
923,19.083,78.5477,1
924,18.9772,78.6381,1
925,19.1549,78.4042,1
926,17.3054,80.6255,1
927,17.417,80.9047,1
928,18.078,80.4936,1
929,18.0579,80.6141,1
930,18.1402,80.7475,1
931,18.4004,80.5681,1
932,17.8844,80.6217,1
933,17.2585,80.6089,1
934,18.0871,80.4921,1
935,18.3197,80.6464,1
936,18.0766,80.4837,1
937,17.292,80.4596,1
938,18.5802,80.5387,1
939,17.4417,80.3459,1
940,18.1291,80.526,1
941,18.3211,80.6563,1
942,17.328,80.1835,1
943,18.2501,80.7459,1
944,17.299,80.6467,1
945,18.1277,80.5162,1
946,18.1293,80.2565,1
947,18.2498,80.4053,1
948,17.9901,80.2549,1
949,18.0264,80.2495,1
950,18.0174,80.2509,1
951,18.0187,80.2605,1
952,18.3697,80.3415,0
953,18.161,80.2957,1
954,18.1597,80.2859,1
955,18.1885,80.3613,1
956,18.2065,80.2889,1
957,18.0423,80.2303,1
958,18.0436,80.24,1
959,18.0462,80.2594,1
960,18.0342,80.2384,1
961,18.0355,80.2481,1
962,17.841,80.172,1
963,18.1215,80.2676,1
964,18.1202,80.2579,1
965,18.1306,80.2661,1
966,18.3226,80.3243,1
967,18.3046,80.397,0
968,18.2612,80.2838,0
969,18.2521,80.2852,1
970,17.7752,80.7656,1
971,17.7831,80.7542,1
972,17.7765,80.7756,1
973,17.9227,80.4293,1
974,17.812,80.76,1
975,18.2661,80.1842,0
976,17.7829,80.22,1
977,18.3472,80.2453,0
978,17.8169,80.3328,1
979,19.118,79.1094,0
980,18.1921,80.2514,1
981,17.8273,80.3411,1
982,17.826,80.3314,1
983,17.8691,80.3085,1
984,17.2934,81.1407,1
985,17.6502,80.3904,1
986,17.6839,80.3655,1
987,17.2947,81.1509,1
988,17.7641,80.5456,1
989,17.7627,80.5358,1
990,17.7705,80.5246,1
991,17.773,80.4743,1
992,17.7716,80.4646,1
993,17.8057,80.5234,1
994,17.8672,80.5642,1
995,17.5334,80.8818,1
996,18.8958,79.6849,0
997,17.984,80.4143,1
998,17.9854,80.4241,1
999,18.1912,80.045,1
1000,18.2796,80.0149,1
1001,18.5958,79.7756,1
1002,18.5207,79.9011,1
1003,17.9669,80.4126,1
1004,17.9318,80.4279,1
1005,18.1191,80.3175,1
1006,18.0515,80.2981,1
1007,17.4623,80.7778,0
1008,18.3881,80.6268,0
1009,18.1646,80.8317,0
