,latitude,longitude,cluster,year,District
4698,17.8595,80.1169,0,2017,Mahabubabad
4699,18.9972,79.2436,0,2017,Mancherial District
4700,18.4816,78.3514,0,2017,Nizamabad
4701,19.4214,78.3026,0,2017,Adilabad
4702,18.9009,79.328,0,2017,Mancherial District
4703,18.9993,79.3511,0,2017,Mancherial District
4704,19.42,78.3122,0,2017,Nanded
4705,19.1817,78.5388,0,2017,Nirmal
4706,18.6017,78.0515,0,2017,Nizamabad
4707,19.3611,78.6923,0,2017,Adilabad
4708,19.21,78.9468,0,2017,Mancherial District
4709,18.7315,78.8276,0,2017,Jagtial
4710,18.7299,78.8375,0,2017,Jagtial
4711,18.4922,78.6454,0,2017,Rajanna Sircilla
4712,18.5824,78.827,0,2017,Rajanna Sircilla
4713,18.62,78.588,0,2017,Nizamabad
4714,18.6215,78.5781,0,2017,Nizamabad
4715,18.644,78.796,0,2017,Jagtial
4716,18.6455,78.7861,0,2017,Jagtial
4717,19.3384,78.6582,0,2017,Adilabad
4718,19.295,78.5841,0,2017,Nirmal
4719,19.2919,78.7251,0,2017,Nirmal
4720,19.1398,78.6361,0,2017,Nirmal
4721,17.5223,77.6871,0,2017,Sangareddy
4722,17.9166,78.0066,0,2017,Medak
4723,17.3474,81.1084,0,2017,Bhadradri Kothagudem
4724,17.3723,80.9586,0,2017,Bhadradri Kothagudem
4725,17.3746,80.9451,2,2017,Bhadradri Kothagudem
4726,17.7388,80.2294,0,2017,Mahabubabad
4727,17.735,80.2248,0,2017,Mahabubabad
4728,17.7357,80.1994,0,2017,Mahabubabad
4729,18.9377,78.8673,0,2017,Jagtial
4730,18.1083,80.1895,0,2017,Mulugu
4731,19.2775,78.5733,0,2017,Nirmal
4732,18.5453,80.5258,0,2017,Mulugu
4733,18.5501,80.533,0,2017,Mulugu
4734,18.5344,80.5354,0,2017,Mulugu
4735,17.8643,80.2943,0,2017,Bhadradri Kothagudem
4736,18.3431,77.9331,0,2017,Kamareddy
4737,17.7653,80.3027,2,2017,Bhadradri Kothagudem
4738,17.6029,80.3518,1,2017,Bhadradri Kothagudem
4739,17.114,80.4627,0,2017,Khammam
4740,17.523,78.9942,1,2017,Yadadri Bhuvanagiri
4741,16.9642,77.5869,1,2017,Vikarabad
4742,18.0051,80.0027,1,2017,Warangal
4743,18.0079,80.0189,0,2017,Mahabubabad
4744,19.0482,79.2097,0,2017,Mancherial District
4745,18.5266,80.5456,1,2017,Mulugu
4746,18.3161,80.7364,0,2017,Mulugu
4747,18.5255,80.5511,1,2017,Mulugu
4748,18.3054,80.7386,0,2017,Mulugu
4749,18.5569,80.5255,1,2017,Mulugu
4750,18.5544,80.5109,1,2017,Mulugu
4751,18.4914,80.4818,0,2017,Mulugu
4752,18.6062,80.4031,1,2017,Mulugu
4753,19.2347,78.8371,0,2017,Nirmal
4754,19.2381,78.8297,0,2017,Nirmal
4755,19.1191,78.6312,1,2017,Nirmal
4756,19.075,78.6003,0,2017,Nirmal
4757,17.9226,80.2584,0,2017,Mahabubabad
4758,17.9199,80.2421,1,2017,Mahabubabad
4759,17.9207,80.253,0,2017,Mahabubabad
4760,17.9319,80.2507,0,2017,Mahabubabad
4761,17.1952,80.3928,2,2017,Khammam
4762,17.1966,80.4038,2,2017,Khammam
4763,17.9313,80.2591,2,2017,Mahabubabad
4764,18.1283,80.7718,2,2017,Bhadradri Kothagudem
4765,18.423,80.6869,2,2017,Mulugu
4766,18.4225,80.6814,2,2017,Mulugu
4767,18.3376,80.6832,0,2017,Mulugu
4768,18.3774,80.6669,0,2017,Mulugu
4769,18.3788,80.6574,1,2017,Mulugu
4770,18.3391,80.6738,0,2017,Mulugu
4771,18.2933,80.7338,0,2017,Mulugu
4772,17.9499,80.8083,1,2017,Bhadradri Kothagudem
4773,17.9513,80.7989,1,2017,Bhadradri Kothagudem
4774,19.2965,78.8338,1,2017,Adilabad
4775,19.1282,78.6531,1,2017,Nirmal
4776,17.8874,80.2442,1,2017,Mahabubabad
4777,19.1268,78.6631,0,2017,Nirmal
4778,17.9854,80.2663,1,2017,Mahabubabad
4779,19.3491,78.6577,1,2017,Adilabad
4780,19.2349,78.8177,1,2017,Adilabad
4781,19.2904,78.6217,1,2017,Nirmal
4782,18.0665,80.2184,0,2017,Mulugu
4783,17.984,80.2756,1,2017,Mahabubabad
4784,18.6801,78.8382,1,2017,Jagtial
4785,19.2688,78.5048,0,2017,Adilabad
4786,19.2702,78.4946,1,2017,Adilabad
4787,17.7038,80.4223,1,2017,Bhadradri Kothagudem
4788,18.513,80.5606,0,2017,Mulugu
4789,17.691,80.3246,1,2017,Bhadradri Kothagudem
4790,18.5144,80.5512,0,2017,Mulugu
4791,17.7024,80.4316,1,2017,Bhadradri Kothagudem
4792,17.7349,80.3985,1,2017,Bhadradri Kothagudem
4793,17.6896,80.3339,1,2017,Bhadradri Kothagudem
4794,18.1353,80.1243,0,2017,Mulugu
4795,18.0385,80.0934,1,2017,Mahabubabad
4796,18.0282,80.1013,1,2017,Mahabubabad
4797,18.2313,79.8498,1,2017,Jayashankar Bhupalapally
4798,17.7767,80.3065,1,2017,Bhadradri Kothagudem
4799,19.152,78.4086,1,2017,Nirmal
4800,17.7619,80.2784,0,2017,Bhadradri Kothagudem
4801,18.2223,79.8484,1,2017,Jayashankar Bhupalapally
4802,18.055,80.1055,1,2017,Mahabubabad
4803,17.7031,80.1425,1,2017,Mahabubabad
4804,17.6898,80.4031,1,2017,Bhadradri Kothagudem
4805,17.6813,80.3307,1,2017,Bhadradri Kothagudem
4806,17.6793,80.3128,1,2017,Bhadradri Kothagudem
4807,17.7019,80.4015,1,2017,Bhadradri Kothagudem
4808,18.1402,80.8184,0,2017,Bhadradri Kothagudem
4809,18.1438,80.8314,0,2017,Bhadradri Kothagudem
4810,17.7141,80.3999,1,2017,Bhadradri Kothagudem
4811,18.0416,80.1279,1,2017,Mahabubabad
4812,17.496,77.8924,1,2017,Vikarabad
4813,18.0458,80.0569,1,2017,Mahabubabad
4814,17.8494,80.314,1,2017,Bhadradri Kothagudem
4815,18.0512,80.0635,1,2017,Mahabubabad
4816,18.0478,80.0744,1,2017,Mahabubabad
4817,18.0855,79.9818,1,2017,Warangal
4818,17.0842,80.0097,0,2017,Khammam
4819,18.0614,80.1964,1,2017,Mulugu
4820,18.0678,80.2029,1,2017,Mulugu
4821,17.8671,80.1516,1,2017,Mahabubabad
4822,17.8614,80.1451,1,2017,Mahabubabad
4823,17.9613,80.234,1,2017,Mahabubabad
4824,18.0634,80.2142,1,2017,Mulugu
4825,17.9575,80.2398,1,2017,Mahabubabad
4826,19.2256,78.5357,1,2017,Nirmal
4827,19.2058,78.8322,1,2017,Nirmal
4828,19.2852,78.5517,1,2017,Adilabad
4829,19.296,78.5499,1,2017,Adilabad
4830,18.6634,78.6055,1,2017,Rajanna Sircilla
4831,18.6651,78.6194,1,2017,Rajanna Sircilla
4832,19.1083,78.8823,1,2017,Nirmal
4833,19.1372,78.6565,1,2017,Nirmal
4834,19.1354,78.642,1,2017,Nirmal
4835,19.238,78.6362,1,2017,Nirmal
4836,18.6703,78.6615,1,2017,Jagtial
4837,18.6493,78.5793,1,2017,Nizamabad
4838,18.6691,78.8353,1,2017,Jagtial
4839,18.5649,78.8273,1,2017,Rajanna Sircilla
4840,19.2542,78.6778,1,2017,Nirmal
4841,19.2829,78.6243,1,2017,Nirmal
4842,19.2553,78.6721,1,2017,Nirmal
4843,19.257,78.6865,1,2017,Nirmal
4844,19.2394,78.6304,1,2017,Nirmal
4845,18.9312,78.74,1,2017,Jagtial
4846,18.9295,78.7255,1,2017,Jagtial
4847,19.0527,78.5953,1,2017,Nirmal
4848,18.3933,80.5109,1,2017,Mulugu
4849,18.4099,80.6616,1,2017,Mulugu
4850,18.3487,80.5788,1,2017,Mulugu
4851,18.4121,80.6811,1,2017,Mulugu
4852,18.5641,80.5386,0,2017,Mulugu
4853,18.5651,80.5329,1,2017,Mulugu
4854,19.1369,78.4344,1,2017,Nirmal
4855,19.215,79.1119,1,2017,Komram Bheem
4856,19.131,78.4283,1,2017,Nirmal
4857,19.1327,78.4419,1,2017,Nirmal
4858,18.5351,79.6497,1,2017,Peddapalli
4859,18.5246,79.6414,1,2017,Peddapalli
4860,18.9102,79.3302,1,2017,Mancherial District
4861,18.9426,79.3102,1,2017,Mancherial District
4862,19.2148,79.1049,1,2017,Komram Bheem
4863,18.9723,79.285,1,2017,Mancherial District
4864,18.2168,79.8495,1,2017,Jayashankar Bhupalapally
4865,18.3287,77.9596,1,2017,Kamareddy
4866,18.332,78.619,1,2017,Rajanna Sircilla
4867,18.3363,78.6266,1,2017,Rajanna Sircilla
4868,18.3278,77.6299,1,2017,Kamareddy
4869,17.865,80.3211,2,2017,Bhadradri Kothagudem
4870,19.2945,78.5033,2,2017,Adilabad
4871,17.8652,80.3401,0,2017,Bhadradri Kothagudem
4872,17.8748,80.291,0,2017,Bhadradri Kothagudem
4873,17.8658,80.3355,0,2017,Bhadradri Kothagudem
4874,17.8745,80.2957,0,2017,Bhadradri Kothagudem
4875,18.038,80.1634,0,2017,Mahabubabad
4876,18.0792,80.2028,0,2017,Mulugu
4877,17.7251,80.3871,0,2017,Bhadradri Kothagudem
4878,18.4406,80.652,0,2017,Mulugu
4879,17.8712,80.312,0,2017,Bhadradri Kothagudem
4880,17.8538,80.323,0,2017,Bhadradri Kothagudem
4881,17.8572,80.3157,0,2017,Bhadradri Kothagudem
4882,17.8678,80.3195,0,2017,Bhadradri Kothagudem
4883,17.7287,80.3795,0,2017,Bhadradri Kothagudem
4884,17.7335,80.4047,0,2017,Bhadradri Kothagudem
4885,19.288,78.7406,0,2017,Adilabad
4886,18.6541,78.9524,2,2017,Jagtial
4887,17.4825,77.9653,1,2017,Sangareddy
4888,17.3254,81.0649,0,2017,Bhadradri Kothagudem
4889,19.1495,78.8183,0,2017,Nirmal
4890,19.119,78.6048,0,2017,Nirmal
4891,19.1861,78.9031,0,2017,Nirmal
4892,19.2108,78.7897,0,2017,Nirmal
4893,19.2127,78.7746,0,2017,Nirmal
4894,17.6387,80.4742,1,2017,Bhadradri Kothagudem
4895,17.7205,80.48,1,2017,Bhadradri Kothagudem
4896,17.6824,80.4163,1,2017,Bhadradri Kothagudem
4897,17.1804,80.3333,0,2017,Khammam
4898,17.7786,80.2925,1,2017,Bhadradri Kothagudem
4899,17.8536,80.3216,0,2017,Bhadradri Kothagudem
4900,18.621,78.7572,1,2017,Rajanna Sircilla
4901,18.6562,78.8156,1,2017,Jagtial
4902,18.6673,78.6239,1,2017,Rajanna Sircilla
4903,18.5247,78.0649,1,2017,Nizamabad
4904,18.9303,78.9493,1,2017,Jagtial
4905,18.5034,78.1747,1,2017,Nizamabad
4906,17.9125,80.1376,1,2017,Mahabubabad
4907,18.5303,78.5028,1,2017,Nizamabad
4908,18.72,78.7501,1,2017,Jagtial
4909,17.7054,79.0575,1,2017,Yadadri Bhuvanagiri
4910,17.9222,78.0322,1,2017,Medak
4911,17.3642,77.927,1,2017,Vikarabad
4912,16.8412,78.1977,1,2017,Mahabubnagar
4913,16.6876,78.0913,1,2017,Mahabubnagar
4914,16.2399,77.8546,1,2017,Jogulamba Gadwal
4915,17.3553,77.9284,1,2017,Vikarabad
4916,18.1873,77.8855,1,2017,Sangareddy
4917,17.4708,77.9609,1,2017,Vikarabad
4918,17.3682,77.9549,1,2017,Vikarabad
4919,17.3449,80.8038,0,2017,Bhadradri Kothagudem
4920,17.9455,80.8035,1,2017,Bhadradri Kothagudem
4921,18.3519,80.6294,0,2017,Mulugu
4922,19.2119,78.9188,1,2017,Nirmal
4923,19.1147,78.6757,1,2017,Nirmal
4924,19.1454,78.8332,1,2017,Nirmal
4925,19.1747,78.9106,1,2017,Mancherial District
4926,19.1733,78.9006,1,2017,Mancherial District
4927,19.3512,79.0676,1,2017,Komram Bheem
4928,19.2425,78.6598,1,2017,Nirmal
4929,19.2115,78.7757,1,2017,Nirmal
4930,19.2236,78.8657,1,2017,Nirmal
4931,19.2249,78.8758,1,2017,Nirmal
4932,19.2023,78.7771,1,2017,Nirmal
4933,19.0462,78.8437,1,2017,Jagtial
4934,19.0441,78.6219,1,2017,Nirmal
4935,19.0414,78.6022,1,2017,Nirmal
4936,19.3335,78.5895,1,2017,Adilabad
4937,19.301,78.6248,1,2017,Nirmal
4938,19.2778,78.7295,1,2017,Nirmal
4939,19.2726,78.7606,1,2017,Nirmal
4940,19.2739,78.7705,1,2017,Adilabad
4941,19.0427,78.612,1,2017,Nirmal
4942,19.6688,78.2864,1,2017,Adilabad
4943,19.2551,79.3197,1,2017,Komram Bheem
4944,19.0671,79.2855,0,2017,Mancherial District
4945,19.2484,79.317,1,2017,Komram Bheem
4946,19.2132,78.8148,2,2017,Nirmal
4947,19.2218,78.8865,2,2017,Nirmal
4948,19.1701,78.5367,2,2017,Nirmal
4949,17.956,80.8023,2,2017,Bhadradri Kothagudem
4950,19.2734,78.7457,0,2017,Nirmal
4951,19.2763,78.7527,0,2017,Nirmal
4952,19.222,78.8912,0,2017,Nirmal
4953,19.2641,78.7504,0,2017,Nirmal
4954,19.6283,78.3737,0,2017,Adilabad
4955,19.1832,78.8243,0,2017,Nirmal
4956,19.1807,78.8181,0,2017,Nirmal
4957,18.6823,78.6669,0,2017,Jagtial
4958,19.3058,78.6481,2,2017,Adilabad
4959,19.1747,78.8124,0,2017,Nirmal
4960,19.0941,78.6015,1,2017,Nirmal
4961,18.0201,80.2411,1,2017,Mulugu
4962,18.0312,80.1914,1,2017,Mulugu
4963,17.9817,80.2281,1,2017,Mahabubabad
4964,17.9974,80.2734,1,2017,Mulugu
4965,19.2306,78.6586,1,2017,Nirmal
4966,19.2873,78.5973,1,2017,Nirmal
4967,19.2858,78.5873,1,2017,Nirmal
4968,19.3217,78.7085,1,2017,Adilabad
4969,18.6889,78.6128,1,2017,Rajanna Sircilla
4970,18.6874,78.6651,1,2017,Jagtial
4971,18.6497,78.5835,1,2017,Nizamabad
4972,18.6513,78.5938,1,2017,Nizamabad
4973,18.6111,78.5799,1,2017,Nizamabad
4974,18.6019,78.5816,1,2017,Nizamabad
4975,19.2304,78.5349,1,2017,Nirmal
4976,19.2519,78.4893,1,2017,Adilabad
4977,19.3013,78.5157,1,2017,Adilabad
4978,17.9241,80.1475,1,2017,Mahabubabad
4979,17.9254,80.1569,1,2017,Mahabubabad
4980,18.9552,79.0254,1,2017,Jagtial
4981,19.0177,78.7643,1,2017,Nirmal
4982,19.0482,78.841,1,2017,Jagtial
4983,19.0466,78.8309,1,2017,Jagtial
4984,19.0462,78.5369,1,2017,Nirmal
4985,19.188,78.7948,1,2017,Nirmal
4986,19.1896,78.8048,1,2017,Nirmal
4987,19.1482,78.6579,1,2017,Nirmal
4988,19.1758,78.8375,1,2017,Nirmal
4989,19.1773,78.8474,1,2017,Nirmal
4990,19.1421,78.6795,1,2017,Nirmal
4991,19.1095,78.5301,1,2017,Nirmal
4992,19.0925,78.5914,1,2017,Nirmal
4993,19.2029,78.9543,1,2017,Mancherial District
4994,18.7,78.2119,1,2017,Nizamabad
4995,18.0113,80.1178,1,2017,Mahabubabad
4996,18.3156,80.117,1,2017,Mulugu
4997,18.1329,80.3791,1,2017,Mulugu
4998,17.7006,80.3267,1,2017,Bhadradri Kothagudem
4999,17.7839,80.6408,1,2017,Bhadradri Kothagudem
5000,17.8448,80.4918,1,2017,Bhadradri Kothagudem
5001,17.7087,80.1849,1,2017,Mahabubabad
5002,17.702,80.336,1,2017,Bhadradri Kothagudem
5003,17.71,80.1943,1,2017,Mahabubabad
5004,16.1539,78.6105,1,2017,Nagarkurnool
5005,17.2605,78.9225,1,2017,Yadadri Bhuvanagiri
5006,17.2746,77.836,1,2017,Vikarabad
5007,17.1106,78.0273,1,2017,Rangareddy
5008,18.3467,78.5392,1,2017,Rajanna Sircilla
5009,18.2483,80.7372,1,2017,Mulugu
5010,18.3514,80.6185,1,2017,Mulugu
5011,18.3528,80.6279,1,2017,Mulugu
5012,18.3393,80.7256,0,2017,Mulugu
5013,17.9982,80.8521,1,2017,Bhadradri Kothagudem
5014,18.2586,80.7451,0,2017,Mulugu
5015,18.3501,80.6092,1,2017,Mulugu
5016,17.7965,80.2857,1,2017,Bhadradri Kothagudem
5017,18.2292,79.7155,1,2017,Warangal
5018,19.0251,79.2437,1,2017,Mancherial District
5019,18.177,80.2419,1,2017,Mulugu
5020,18.2721,80.2583,1,2017,Mulugu
5021,18.0293,79.9898,1,2017,Warangal
5022,17.9317,80.0116,1,2017,Mahabubabad
5023,18.2308,79.8512,1,2017,Jayashankar Bhupalapally
5024,19.0171,79.3142,1,2017,Mancherial District
5025,19.2159,79.1629,1,2017,Komram Bheem
5026,17.8418,80.2823,1,2017,Bhadradri Kothagudem
5027,17.8486,80.3289,1,2017,Bhadradri Kothagudem
5028,17.8383,80.3211,1,2017,Bhadradri Kothagudem
5029,19.244,78.4385,1,2017,Nirmal
5030,18.9881,79.3682,1,2017,Mancherial District
5031,19.0347,79.2456,1,2017,Mancherial District
5032,18.99,79.3185,1,2017,Mancherial District
5033,18.7352,79.3989,1,2017,Peddapalli
5034,19.0265,79.2534,1,2017,Mancherial District
5035,19.3135,79.1407,1,2017,Komram Bheem
5036,18.7366,79.4085,1,2017,Peddapalli
5037,17.8221,80.084,1,2017,Mahabubabad
5038,19.312,79.131,1,2017,Komram Bheem
5039,17.7952,80.2764,1,2017,Bhadradri Kothagudem
5040,18.275,80.6614,2,2017,Mulugu
5041,18.2797,80.6544,2,2017,Mulugu
5042,19.1897,78.7882,2,2017,Nirmal
5043,19.1774,78.7902,2,2017,Nirmal
5044,19.1846,78.777,2,2017,Nirmal
5045,19.1867,78.7951,2,2017,Nirmal
5046,19.1658,78.8652,0,2017,Nirmal
5047,18.7192,78.2101,0,2017,Nizamabad
5048,19.315,78.7062,1,2017,Adilabad
5049,19.3267,78.6965,1,2017,Adilabad
5050,18.6003,78.743,0,2017,Rajanna Sircilla
5051,19.1598,78.7793,0,2017,Nirmal
5052,19.1579,78.7847,0,2017,Nirmal
5053,19.1324,78.8165,0,2017,Nirmal
5054,19.1305,78.8282,0,2017,Nirmal
5055,18.6962,79.1586,0,2017,Peddapalli
5056,19.0059,79.3296,0,2017,Mancherial District
5057,19.3737,79.0982,1,2017,Komram Bheem
5058,19.2188,79.1634,0,2017,Komram Bheem
5059,19.1352,78.3712,1,2017,Nirmal
5060,19.1329,78.365,0,2017,Nirmal
5061,17.3368,77.6166,1,2017,Vikarabad
5062,17.163,77.9174,1,2017,Vikarabad
5063,17.3446,77.6288,1,2017,Vikarabad
5064,16.4419,77.8708,1,2017,Wanaparthy
5065,17.9549,80.8019,0,2017,Bhadradri Kothagudem
5066,19.3198,78.6809,0,2017,Adilabad
5067,19.0357,78.8591,0,2017,Jagtial
5068,17.9011,80.2739,0,2017,Mahabubabad
5069,17.6939,80.3505,0,2017,Bhadradri Kothagudem
5070,17.3163,77.7878,1,2017,Vikarabad
5071,17.3189,77.8132,1,2017,Vikarabad
5072,17.6777,80.2472,2,2017,Mahabubabad
5073,18.5765,80.4804,2,2017,Mulugu
5074,17.971,80.2797,0,2017,Mahabubabad
5075,18.008,80.6783,0,2017,Bhadradri Kothagudem
5076,16.7565,77.4519,1,2017,Narayanpet
5077,17.4094,81.0874,1,2017,Bhadradri Kothagudem
5078,17.6287,80.3537,1,2017,Bhadradri Kothagudem
5079,17.6546,80.3862,1,2017,Bhadradri Kothagudem
5080,17.6816,80.3625,1,2017,Bhadradri Kothagudem
5081,17.6776,80.3385,1,2017,Bhadradri Kothagudem
5082,17.6756,80.3263,1,2017,Bhadradri Kothagudem
5083,17.6936,80.3729,1,2017,Bhadradri Kothagudem
5084,17.6916,80.3608,1,2017,Bhadradri Kothagudem
5085,17.7434,80.4255,1,2017,Bhadradri Kothagudem
5086,17.7334,80.4275,1,2017,Bhadradri Kothagudem
5087,19.17,79.1181,1,2017,Komram Bheem
5088,19.0049,79.3007,1,2017,Mancherial District
5089,19.2146,79.3193,1,2017,Komram Bheem
5090,18.3552,80.0284,1,2017,Mulugu
5091,18.3573,80.0409,1,2017,Mulugu
5092,19.2525,79.3525,1,2017,Komram Bheem
5093,18.1314,79.8414,1,2017,Mulugu
5094,18.2602,80.2589,1,2017,Mulugu
5095,18.1834,80.2301,0,2017,Mulugu
5096,17.7581,80.1418,1,2017,Mahabubabad
5097,17.7561,80.1294,1,2017,Mahabubabad
5098,18.2469,80.0475,1,2017,Mulugu
5099,17.752,80.2953,1,2017,Bhadradri Kothagudem
5100,17.8222,80.3446,1,2017,Bhadradri Kothagudem
5101,17.8203,80.3326,1,2017,Bhadradri Kothagudem
5102,17.8304,80.3309,1,2017,Bhadradri Kothagudem
5103,17.8432,80.2849,1,2017,Bhadradri Kothagudem
5104,17.8553,80.2953,1,2017,Bhadradri Kothagudem
5105,17.8533,80.283,1,2017,Bhadradri Kothagudem
5106,17.8653,80.2931,1,2017,Bhadradri Kothagudem
5107,19.5701,79.3643,1,2017,Komram Bheem
5108,19.3442,79.1851,1,2017,Komram Bheem
5109,19.3337,79.1871,1,2017,Komram Bheem
5110,19.293,79.1734,1,2017,Komram Bheem
5111,18.394,79.9448,1,2017,Jayashankar Bhupalapally
5112,19.3998,79.515,1,2017,Komram Bheem
5113,19.4019,79.5279,1,2017,Komram Bheem
5114,18.1089,80.0918,1,2017,Mulugu
5115,18.1109,80.1042,1,2017,Mulugu
5116,18.0675,80.0796,1,2017,Mahabubabad
5117,18.0411,80.0463,1,2017,Mahabubabad
5118,17.9661,80.092,1,2017,Mahabubabad
5119,19.227,78.7794,1,2017,Nirmal
5120,19.2283,78.8533,1,2017,Nirmal
5121,19.2139,78.9001,1,2017,Nirmal
5122,17.9756,80.2797,1,2017,Mahabubabad
5123,19.2401,78.5111,1,2017,Adilabad
5124,18.1787,80.3298,0,2017,Mulugu
5125,18.171,80.2819,1,2017,Mulugu
5126,18.5884,78.823,1,2017,Rajanna Sircilla
5127,19.0401,78.7663,1,2017,Nirmal
5128,19.1819,78.5129,1,2017,Nirmal
5129,19.1581,78.6405,1,2017,Nirmal
5130,17.896,80.1614,1,2017,Mahabubabad
5131,17.8615,80.1421,1,2017,Mahabubabad
5132,17.8941,80.1491,1,2017,Mahabubabad
5133,17.8655,80.2305,1,2017,Mahabubabad
5134,19.1606,78.6553,1,2017,Nirmal
5135,19.1556,79.0328,0,2017,Mancherial District
5136,18.1588,80.3339,1,2017,Mulugu
5137,19.3529,78.6979,1,2017,Adilabad
5138,18.0082,80.2238,1,2017,Mahabubabad
5139,19.3419,78.7,1,2017,Adilabad
5140,18.5785,78.0351,1,2017,Nizamabad
5141,18.6007,78.8963,1,2017,Jagtial
5142,18.0348,80.2003,1,2017,Mulugu
5143,19.2986,78.6528,1,2017,Nirmal
5144,17.9213,80.1386,1,2017,Mahabubabad
5145,17.9536,80.2714,1,2017,Bhadradri Kothagudem
5146,17.8249,80.1104,1,2017,Mahabubabad
5147,17.9773,80.3536,1,2017,Bhadradri Kothagudem
5148,18.0819,80.4261,1,2017,Mulugu
5149,18.1205,80.3462,1,2017,Mulugu
5150,17.9454,80.285,1,2017,Bhadradri Kothagudem
5151,17.9555,80.2832,1,2017,Bhadradri Kothagudem
5152,17.9656,80.2815,1,2017,Mahabubabad
5153,18.15,80.4688,1,2017,Mulugu
5154,18.2687,80.7678,0,2017,Mulugu
5155,18.2517,80.7236,0,2017,Mulugu
5156,18.259,80.7698,0,2017,Mulugu
5157,17.6024,80.3833,1,2017,Bhadradri Kothagudem
5158,18.5773,80.5121,1,2017,Mulugu
5159,18.4932,80.4968,1,2017,Mulugu
5160,17.6717,80.2389,1,2017,Mahabubabad
5161,18.5816,80.4758,1,2017,Mulugu
5162,18.1009,80.5435,0,2017,Mulugu
5163,18.3333,80.7158,1,2017,Mulugu
5164,18.142,80.7369,1,2017,Bhadradri Kothagudem
5165,17.6942,80.1843,0,2017,Mahabubabad
5166,17.7459,80.1314,0,2017,Mahabubabad
5167,17.8443,80.2925,2,2017,Bhadradri Kothagudem
5168,17.7871,80.307,2,2017,Bhadradri Kothagudem
5169,17.7888,80.3209,2,2017,Bhadradri Kothagudem
5170,17.8386,80.3354,2,2017,Bhadradri Kothagudem
5171,18.2554,80.7663,2,2017,Mulugu
5172,17.9508,80.802,2,2017,Bhadradri Kothagudem
5173,17.6862,80.2305,2,2017,Mahabubabad
5174,17.9398,80.1502,2,2017,Mahabubabad
5175,19.245,78.7937,2,2017,Adilabad
5176,19.2435,78.782,2,2017,Nirmal
5177,17.714,80.4583,2,2017,Bhadradri Kothagudem
5178,19.2238,78.6021,1,2017,Nirmal
5179,17.9255,80.2868,0,2017,Bhadradri Kothagudem
5180,19.1114,78.6101,1,2017,Nirmal
5181,19.1545,78.7575,0,2017,Nirmal
5182,19.1634,78.759,0,2017,Nirmal
5183,19.2307,78.5552,1,2017,Nirmal
5184,19.2321,78.5458,1,2017,Nirmal
5185,18.9943,78.9081,0,2017,Jagtial
5186,18.4324,78.5924,0,2017,Rajanna Sircilla
5187,19.3048,78.6787,0,2017,Nirmal
5188,19.3034,78.6881,1,2017,Nirmal
5189,19.2511,78.7891,0,2017,Nirmal
5190,19.2497,78.7984,1,2017,Nirmal
5191,19.24,78.8642,1,2017,Nirmal
5192,19.2435,78.7783,0,2017,Nirmal
5193,19.2422,78.7876,0,2017,Nirmal
5194,19.2148,78.7256,0,2017,Nirmal
5195,19.2224,78.6115,1,2017,Nirmal
5196,18.507,78.0194,1,2017,Nizamabad
5197,18.5083,78.01,1,2017,Nizamabad
5198,18.5237,78.1568,1,2017,Nizamabad
5199,19.2886,79.1571,1,2017,Komram Bheem
5200,17.7993,80.3212,2,2017,Bhadradri Kothagudem
5201,18.737,79.1457,0,2017,Jagtial
5202,19.0183,79.2974,0,2017,Mancherial District
5203,19.2961,79.168,1,2017,Komram Bheem
5204,17.6842,80.2236,0,2017,Mahabubabad
5205,17.6826,80.2337,0,2017,Mahabubabad
5206,18.263,79.0477,2,2017,Siddipet
5207,18.2645,79.0383,0,2017,Siddipet
5208,17.5381,77.8396,1,2017,Vikarabad
5209,17.6928,77.7896,1,2017,Sangareddy
5210,16.8317,78.0105,0,2017,Mahabubnagar
5211,18.4204,78.5635,0,2017,Rajanna Sircilla
5212,17.8363,80.1924,2,2017,Mahabubabad
5213,17.8387,80.2152,2,2017,Mahabubabad
5214,17.8958,80.2986,0,2017,Bhadradri Kothagudem
5215,18.7074,79.1367,0,2017,Peddapalli
5216,16.8216,80.5444,0,2017,Khammam
5217,17.8149,80.1958,1,2017,Mahabubabad
5218,17.8657,80.1855,0,2017,Mahabubabad
5219,17.8693,80.2059,1,2017,Mahabubabad
5220,17.8439,80.2109,1,2017,Mahabubabad
5221,17.8111,80.1752,0,2017,Mahabubabad
5222,17.8123,80.1797,1,2017,Mahabubabad
5223,17.8335,80.3005,1,2017,Bhadradri Kothagudem
5224,17.7922,80.2884,1,2017,Bhadradri Kothagudem
5225,17.8369,80.3159,1,2017,Bhadradri Kothagudem
5226,17.8332,80.296,1,2017,Bhadradri Kothagudem
5227,17.7958,80.3081,1,2017,Bhadradri Kothagudem
5228,18.3911,79.9517,0,2017,Jayashankar Bhupalapally
5229,19.2906,79.8128,0,2017,Komram Bheem
5230,19.0285,79.2615,0,2017,Mancherial District
5231,18.705,79.1364,0,2017,Peddapalli
5232,19.7639,78.4569,1,2017,Adilabad
5233,18.997,79.2955,1,2017,Mancherial District
5234,18.4784,80.5854,1,2017,Mulugu
5235,18.5149,80.5786,1,2017,Mulugu
5236,17.981,80.2381,1,2017,Mahabubabad
5237,17.6214,77.5677,2,2017,Sangareddy
5238,17.6199,77.5577,2,2017,Sangareddy
5239,18.0983,80.1719,2,2017,Mulugu
